"2021-07-29 14:12:01.907012","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:04.929177","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:07.952321","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:10.967287","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:13.983093","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:16.999091","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:20.022655","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:23.041038","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:26.063790","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:29.086114","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:32.098886","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:35.120339","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:38.154670","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:41.181416","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:44.204454","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:47.219550","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:50.243540","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:53.256975","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:56.273885","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:12:59.298596","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:02.326354","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:05.348201","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:08.362719","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:11.369324","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:14.384150","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:17.394139","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:20.416495","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:23.438615","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:26.457598","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:29.478228","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:32.508933","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:35.529408","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:35.597190","root[root] @  [172.19.0.1]",8,1,"Query","INSERT INTO hub_catalago.Profissoes VALUES \n('87f47fbe-9a1f-423a-a75f-2b988ec51f6a', 'Médioco', NOW()),\n('4746d0a7-3cbc-411f-bfbf-0793fc31cc56', 'Advogado', NOW()),\n('922c4996-25b5-4ee6-8d1f-2a90ec29d835', 'Engenheiro', NOW())"
"2021-07-29 14:13:38.558588","root[root] @  [172.19.0.1]",22,1,"Query","SHOW GLOBAL STATUS"
"2021-07-29 14:13:39.018432","root[root] @  [172.19.0.1]",8,1,"Query","SELECT * FROM hub_catalago.Profissoes\nLIMIT 0, 1000"
"2021-07-29 14:13:39.026094","root[root] @  [172.19.0.1]",9,1,"Query","SELECT st.* FROM performance_schema.events_statements_current st JOIN performance_schema.threads thr ON thr.thread_id = st.thread_id WHERE thr.processlist_id = 8"
